d_kpi_id,d_level0_id,d_level1_id,d_level2_id,Period_int,PeriodName,Numerator,Denominator,Grain,Period_int_lp,Numerator_LP,Denominator_LP
1,1,1,0.0,2020-12-31 00:00:00,2020,5998.0,0.0,Y,2021-12-31 00:00:00,,
1,1,1,0.0,2021-12-31 00:00:00,2021,5999.0,0.0,Y,2022-12-31 00:00:00,5998.0,0.0
1,1,1,0.0,2022-12-31 00:00:00,2022,5967.0,0.0,Y,2023-12-31 00:00:00,5999.0,0.0
1,1,1,1.0,2020-12-31 00:00:00,2020,3214.0,0.0,Y,2021-12-31 00:00:00,,
1,1,1,1.0,2021-12-31 00:00:00,2021,3214.0,0.0,Y,2022-12-31 00:00:00,3214.0,0.0
1,1,1,1.0,2022-12-31 00:00:00,2022,3204.0,0.0,Y,2023-12-31 00:00:00,3214.0,0.0
1,1,2,0.0,2020-12-31 00:00:00,2020,4896.0,0.0,Y,2021-12-31 00:00:00,,
1,1,2,0.0,2021-12-31 00:00:00,2021,4899.0,0.0,Y,2022-12-31 00:00:00,4896.0,0.0
1,1,2,0.0,2022-12-31 00:00:00,2022,4893.0,0.0,Y,2023-12-31 00:00:00,4899.0,0.0
1,1,3,0.0,2020-12-31 00:00:00,2020,560.0,0.0,Y,2021-12-31 00:00:00,,
1,1,3,0.0,2021-12-31 00:00:00,2021,560.0,0.0,Y,2022-12-31 00:00:00,560.0,0.0
1,1,3,0.0,2022-12-31 00:00:00,2022,560.0,0.0,Y,2023-12-31 00:00:00,560.0,0.0
1,1,4,0.0,2020-12-31 00:00:00,2020,89965.0,0.0,Y,2021-12-31 00:00:00,,
1,1,4,0.0,2021-12-31 00:00:00,2021,90052.0,0.0,Y,2022-12-31 00:00:00,89965.0,0.0
1,1,4,0.0,2022-12-31 00:00:00,2022,89903.0,0.0,Y,2023-12-31 00:00:00,90052.0,0.0
1,1,5,0.0,2020-12-31 00:00:00,2020,9032.0,0.0,Y,2021-12-31 00:00:00,,
1,1,5,0.0,2021-12-31 00:00:00,2021,9043.0,0.0,Y,2022-12-31 00:00:00,9032.0,0.0
1,1,5,0.0,2022-12-31 00:00:00,2022,9039.0,0.0,Y,2023-12-31 00:00:00,9043.0,0.0
3,1,1,0.0,2020-12-31 00:00:00,2020,605798.0,0.0,Y,2021-12-31 00:00:00,,
3,1,1,0.0,2021-12-31 00:00:00,2021,605899.0,0.0,Y,2022-12-31 00:00:00,605798.0,0.0
3,1,1,0.0,2022-12-31 00:00:00,2022,602667.0,0.0,Y,2023-12-31 00:00:00,605899.0,0.0
3,1,1,1.0,2020-12-31 00:00:00,2020,324614.0,0.0,Y,2021-12-31 00:00:00,,
3,1,1,1.0,2021-12-31 00:00:00,2021,324614.0,0.0,Y,2022-12-31 00:00:00,324614.0,0.0
3,1,1,1.0,2022-12-31 00:00:00,2022,323604.0,0.0,Y,2023-12-31 00:00:00,324614.0,0.0
3,1,2,0.0,2020-12-31 00:00:00,2020,494496.0,0.0,Y,2021-12-31 00:00:00,,
3,1,2,0.0,2021-12-31 00:00:00,2021,494799.0,0.0,Y,2022-12-31 00:00:00,494496.0,0.0
3,1,2,0.0,2022-12-31 00:00:00,2022,494193.0,0.0,Y,2023-12-31 00:00:00,494799.0,0.0
3,1,3,0.0,2020-12-31 00:00:00,2020,56560.0,0.0,Y,2021-12-31 00:00:00,,
3,1,3,0.0,2021-12-31 00:00:00,2021,56560.0,0.0,Y,2022-12-31 00:00:00,56560.0,0.0
3,1,3,0.0,2022-12-31 00:00:00,2022,56560.0,0.0,Y,2023-12-31 00:00:00,56560.0,0.0
3,1,4,0.0,2020-12-31 00:00:00,2020,9086465.0,0.0,Y,2021-12-31 00:00:00,,
3,1,4,0.0,2021-12-31 00:00:00,2021,9095252.0,0.0,Y,2022-12-31 00:00:00,9086465.0,0.0
3,1,4,0.0,2022-12-31 00:00:00,2022,9080203.0,0.0,Y,2023-12-31 00:00:00,9095252.0,0.0
3,1,5,0.0,2020-12-31 00:00:00,2020,912232.0,0.0,Y,2021-12-31 00:00:00,,
3,1,5,0.0,2021-12-31 00:00:00,2021,913343.0,0.0,Y,2022-12-31 00:00:00,912232.0,0.0
3,1,5,0.0,2022-12-31 00:00:00,2022,912939.0,0.0,Y,2023-12-31 00:00:00,913343.0,0.0
4,1,1,0.0,2020-12-31 00:00:00,2020,3618426.0,0.0,Y,2021-12-31 00:00:00,,
4,1,1,0.0,2021-12-31 00:00:00,2021,3635394.0,0.0,Y,2022-12-31 00:00:00,3618426.0,0.0
4,1,1,0.0,2022-12-31 00:00:00,2022,3609942.0,0.0,Y,2023-12-31 00:00:00,3635394.0,0.0
4,1,1,1.0,2020-12-31 00:00:00,2020,1938594.0,0.0,Y,2021-12-31 00:00:00,,
4,1,1,1.0,2021-12-31 00:00:00,2021,1941018.0,0.0,Y,2022-12-31 00:00:00,1938594.0,0.0
4,1,1,1.0,2022-12-31 00:00:00,2022,1928898.0,0.0,Y,2023-12-31 00:00:00,1941018.0,0.0
4,1,2,0.0,2020-12-31 00:00:00,2020,2966976.0,0.0,Y,2021-12-31 00:00:00,,
