,d_kpi_id,d_level0_id,d_level1_id,d_level2_id,Period_int,PeriodName,Numerator,Denominator,Grain
0,1,1,1,0,2020-01-01,01/01/2020,4342.0,0.0,D
1,1,1,1,0,2020-01-02,02/01/2020,5922.0,0.0,D
2,1,1,1,0,2020-01-03,03/01/2020,5889.0,0.0,D
3,1,1,1,0,2020-01-04,04/01/2020,5699.0,0.0,D
4,1,1,1,0,2020-01-05,05/01/2020,2604.0,0.0,D
5,1,1,1,0,2020-01-06,06/01/2020,3434.0,0.0,D
6,1,1,1,0,2020-01-07,07/01/2020,4025.0,0.0,D
7,1,1,1,0,2020-01-08,08/01/2020,5235.0,0.0,D
8,1,1,1,0,2020-01-09,09/01/2020,2272.0,0.0,D
9,1,1,1,0,2020-01-10,10/01/2020,5264.0,0.0,D
10,1,1,1,0,2020-01-11,11/01/2020,2651.0,0.0,D
11,1,1,1,0,2020-01-12,12/01/2020,4114.0,0.0,D
12,1,1,1,0,2020-01-13,13/01/2020,3849.0,0.0,D
13,1,1,1,0,2020-01-14,14/01/2020,3199.0,0.0,D
14,1,1,1,0,2020-01-15,15/01/2020,5971.0,0.0,D
15,1,1,1,0,2020-01-16,16/01/2020,3623.0,0.0,D
16,1,1,1,0,2020-01-17,17/01/2020,4357.0,0.0,D
17,1,1,1,0,2020-01-18,18/01/2020,4355.0,0.0,D
18,1,1,1,0,2020-01-19,19/01/2020,3288.0,0.0,D
19,1,1,1,0,2020-01-20,20/01/2020,3527.0,0.0,D
20,1,1,1,0,2020-01-21,21/01/2020,2648.0,0.0,D
21,1,1,1,0,2020-01-22,22/01/2020,3020.0,0.0,D
22,1,1,1,0,2020-01-23,23/01/2020,2740.0,0.0,D
23,1,1,1,0,2020-01-24,24/01/2020,2962.0,0.0,D
24,1,1,1,0,2020-01-25,25/01/2020,2582.0,0.0,D
25,1,1,1,0,2020-01-26,26/01/2020,2256.0,0.0,D
26,1,1,1,0,2020-01-27,27/01/2020,3309.0,0.0,D
27,1,1,1,0,2020-01-28,28/01/2020,4776.0,0.0,D
28,1,1,1,0,2020-01-29,29/01/2020,5606.0,0.0,D
29,1,1,1,0,2020-01-30,30/01/2020,4236.0,0.0,D
30,1,1,1,0,2020-01-31,31/01/2020,5480.0,0.0,D
31,1,1,1,0,2020-02-01,01/02/2020,2252.0,0.0,D
32,1,1,1,0,2020-02-02,02/02/2020,2238.0,0.0,D
33,1,1,1,0,2020-02-03,03/02/2020,5733.0,0.0,D
34,1,1,1,0,2020-02-04,04/02/2020,2641.0,0.0,D
35,1,1,1,0,2020-02-05,05/02/2020,3434.0,0.0,D
36,1,1,1,0,2020-02-06,06/02/2020,2415.0,0.0,D
37,1,1,1,0,2020-02-07,07/02/2020,4128.0,0.0,D
38,1,1,1,0,2020-02-08,08/02/2020,4666.0,0.0,D
39,1,1,1,0,2020-02-09,09/02/2020,4719.0,0.0,D
40,1,1,1,0,2020-02-10,10/02/2020,3775.0,0.0,D
41,1,1,1,0,2020-02-11,11/02/2020,3177.0,0.0,D
42,1,1,1,0,2020-02-12,12/02/2020,4940.0,0.0,D
43,1,1,1,0,2020-02-13,13/02/2020,3726.0,0.0,D
44,1,1,1,0,2020-02-14,14/02/2020,5187.0,0.0,D
45,1,1,1,0,2020-02-15,15/02/2020,2881.0,0.0,D
46,1,1,1,0,2020-02-16,16/02/2020,3351.0,0.0,D
47,1,1,1,0,2020-02-17,17/02/2020,4195.0,0.0,D
48,1,1,1,0,2020-02-18,18/02/2020,5663.0,0.0,D
49,1,1,1,0,2020-02-19,19/02/2020,4042.0,0.0,D
50,1,1,1,0,2020-02-20,20/02/2020,3975.0,0.0,D
51,1,1,1,0,2020-02-21,21/02/2020,2701.0,0.0,D
52,1,1,1,0,2020-02-22,22/02/2020,2466.0,0.0,D
53,1,1,1,0,2020-02-23,23/02/2020,4675.0,0.0,D
54,1,1,1,0,2020-02-24,24/02/2020,5153.0,0.0,D
55,1,1,1,0,2020-02-25,25/02/2020,3790.0,0.0,D
56,1,1,1,0,2020-02-26,26/02/2020,5040.0,0.0,D
57,1,1,1,0,2020-02-27,27/02/2020,3407.0,0.0,D
58,1,1,1,0,2020-02-28,28/02/2020,4101.0,0.0,D
59,1,1,1,0,2020-02-29,29/02/2020,3331.0,0.0,D
60,1,1,1,0,2020-03-01,01/03/2020,2472.0,0.0,D
61,1,1,1,0,2020-03-02,02/03/2020,4761.0,0.0,D
62,1,1,1,0,2020-03-03,03/03/2020,2370.0,0.0,D
63,1,1,1,0,2020-03-04,04/03/2020,3319.0,0.0,D
64,1,1,1,0,2020-03-05,05/03/2020,3285.0,0.0,D
65,1,1,1,0,2020-03-06,06/03/2020,5028.0,0.0,D
66,1,1,1,0,2020-03-07,07/03/2020,4793.0,0.0,D
67,1,1,1,0,2020-03-08,08/03/2020,4642.0,0.0,D
68,1,1,1,0,2020-03-09,09/03/2020,3008.0,0.0,D
69,1,1,1,0,2020-03-10,10/03/2020,5186.0,0.0,D
70,1,1,1,0,2020-03-11,11/03/2020,3889.0,0.0,D
71,1,1,1,0,2020-03-12,12/03/2020,2441.0,0.0,D
72,1,1,1,0,2020-03-13,13/03/2020,4024.0,0.0,D
73,1,1,1,0,2020-03-14,14/03/2020,5804.0,0.0,D
74,1,1,1,0,2020-03-15,15/03/2020,4800.0,0.0,D
75,1,1,1,0,2020-03-16,16/03/2020,5556.0,0.0,D
76,1,1,1,0,2020-03-17,17/03/2020,5540.0,0.0,D
77,1,1,1,0,2020-03-18,18/03/2020,2711.0,0.0,D
78,1,1,1,0,2020-03-19,19/03/2020,4200.0,0.0,D
79,1,1,1,0,2020-03-20,20/03/2020,3820.0,0.0,D
80,1,1,1,0,2020-03-21,21/03/2020,2597.0,0.0,D
81,1,1,1,0,2020-03-22,22/03/2020,5758.0,0.0,D
82,1,1,1,0,2020-03-23,23/03/2020,4705.0,0.0,D
83,1,1,1,0,2020-03-24,24/03/2020,3131.0,0.0,D
84,1,1,1,0,2020-03-25,25/03/2020,3063.0,0.0,D
85,1,1,1,0,2020-03-26,26/03/2020,2398.0,0.0,D
86,1,1,1,0,2020-03-27,27/03/2020,3366.0,0.0,D
87,1,1,1,0,2020-03-28,28/03/2020,5603.0,0.0,D
88,1,1,1,0,2020-03-29,29/03/2020,3888.0,0.0,D
89,1,1,1,0,2020-03-30,30/03/2020,4180.0,0.0,D
90,1,1,1,0,2020-03-31,31/03/2020,3036.0,0.0,D
91,1,1,1,0,2020-04-01,01/04/2020,5962.0,0.0,D
92,1,1,1,0,2020-04-02,02/04/2020,5725.0,0.0,D
