d_kpi_id,d_level0_id,d_level1_id,d_level2_id,Period_int,PeriodName,Numerator,Denominator,Grain,Period_int_lp,Numerator_LP,Denominator_LP
1,1,1,0,2020-01-01,01/01/2020,4342.0,0.0,D,2020-01-02,,
1,1,1,0,2020-01-02,02/01/2020,5922.0,0.0,D,2020-01-03,4342.0,0.0
1,1,1,0,2020-01-03,03/01/2020,5889.0,0.0,D,2020-01-04,5922.0,0.0
1,1,1,0,2020-01-04,04/01/2020,5699.0,0.0,D,2020-01-05,5889.0,0.0
1,1,1,0,2020-01-05,05/01/2020,2604.0,0.0,D,2020-01-06,5699.0,0.0
1,1,1,0,2020-01-06,06/01/2020,3434.0,0.0,D,2020-01-07,2604.0,0.0
1,1,1,0,2020-01-07,07/01/2020,4025.0,0.0,D,2020-01-08,3434.0,0.0
1,1,1,0,2020-01-08,08/01/2020,5235.0,0.0,D,2020-01-09,4025.0,0.0
1,1,1,0,2020-01-09,09/01/2020,2272.0,0.0,D,2020-01-10,5235.0,0.0
1,1,1,0,2020-01-10,10/01/2020,5264.0,0.0,D,2020-01-11,2272.0,0.0
1,1,1,0,2020-01-11,11/01/2020,2651.0,0.0,D,2020-01-12,5264.0,0.0
1,1,1,0,2020-01-12,12/01/2020,4114.0,0.0,D,2020-01-13,2651.0,0.0
1,1,1,0,2020-01-13,13/01/2020,3849.0,0.0,D,2020-01-14,4114.0,0.0
1,1,1,0,2020-01-14,14/01/2020,3199.0,0.0,D,2020-01-15,3849.0,0.0
1,1,1,0,2020-01-15,15/01/2020,5971.0,0.0,D,2020-01-16,3199.0,0.0
1,1,1,0,2020-01-16,16/01/2020,3623.0,0.0,D,2020-01-17,5971.0,0.0
1,1,1,0,2020-01-17,17/01/2020,4357.0,0.0,D,2020-01-18,3623.0,0.0
1,1,1,0,2020-01-18,18/01/2020,4355.0,0.0,D,2020-01-19,4357.0,0.0
1,1,1,0,2020-01-19,19/01/2020,3288.0,0.0,D,2020-01-20,4355.0,0.0
1,1,1,0,2020-01-20,20/01/2020,3527.0,0.0,D,2020-01-21,3288.0,0.0
1,1,1,0,2020-01-21,21/01/2020,2648.0,0.0,D,2020-01-22,3527.0,0.0
1,1,1,0,2020-01-22,22/01/2020,3020.0,0.0,D,2020-01-23,2648.0,0.0
1,1,1,0,2020-01-23,23/01/2020,2740.0,0.0,D,2020-01-24,3020.0,0.0
1,1,1,0,2020-01-24,24/01/2020,2962.0,0.0,D,2020-01-25,2740.0,0.0
1,1,1,0,2020-01-25,25/01/2020,2582.0,0.0,D,2020-01-26,2962.0,0.0
1,1,1,0,2020-01-26,26/01/2020,2256.0,0.0,D,2020-01-27,2582.0,0.0
1,1,1,0,2020-01-27,27/01/2020,3309.0,0.0,D,2020-01-28,2256.0,0.0
1,1,1,0,2020-01-28,28/01/2020,4776.0,0.0,D,2020-01-29,3309.0,0.0
1,1,1,0,2020-01-29,29/01/2020,5606.0,0.0,D,2020-01-30,4776.0,0.0
1,1,1,0,2020-01-30,30/01/2020,4236.0,0.0,D,2020-01-31,5606.0,0.0
1,1,1,0,2020-01-31,31/01/2020,5480.0,0.0,D,2020-02-01,4236.0,0.0
1,1,1,0,2020-02-01,01/02/2020,2252.0,0.0,D,2020-02-02,5480.0,0.0
1,1,1,0,2020-02-02,02/02/2020,2238.0,0.0,D,2020-02-03,2252.0,0.0
1,1,1,0,2020-02-03,03/02/2020,5733.0,0.0,D,2020-02-04,2238.0,0.0
1,1,1,0,2020-02-04,04/02/2020,2641.0,0.0,D,2020-02-05,5733.0,0.0
1,1,1,0,2020-02-05,05/02/2020,3434.0,0.0,D,2020-02-06,2641.0,0.0
1,1,1,0,2020-02-06,06/02/2020,2415.0,0.0,D,2020-02-07,3434.0,0.0
1,1,1,0,2020-02-07,07/02/2020,4128.0,0.0,D,2020-02-08,2415.0,0.0
1,1,1,0,2020-02-08,08/02/2020,4666.0,0.0,D,2020-02-09,4128.0,0.0
1,1,1,0,2020-02-09,09/02/2020,4719.0,0.0,D,2020-02-10,4666.0,0.0
1,1,1,0,2020-02-10,10/02/2020,3775.0,0.0,D,2020-02-11,4719.0,0.0
1,1,1,0,2020-02-11,11/02/2020,3177.0,0.0,D,2020-02-12,3775.0,0.0
1,1,1,0,2020-02-12,12/02/2020,4940.0,0.0,D,2020-02-13,3177.0,0.0
1,1,1,0,2020-02-13,13/02/2020,3726.0,0.0,D,2020-02-14,4940.0,0.0
1,1,1,0,2020-02-14,14/02/2020,5187.0,0.0,D,2020-02-15,3726.0,0.0
1,1,1,0,2020-02-15,15/02/2020,2881.0,0.0,D,2020-02-16,5187.0,0.0
1,1,1,0,2020-02-16,16/02/2020,3351.0,0.0,D,2020-02-17,2881.0,0.0
1,1,1,0,2020-02-17,17/02/2020,4195.0,0.0,D,2020-02-18,3351.0,0.0
1,1,1,0,2020-02-18,18/02/2020,5663.0,0.0,D,2020-02-19,4195.0,0.0
1,1,1,0,2020-02-19,19/02/2020,4042.0,0.0,D,2020-02-20,5663.0,0.0
1,1,1,0,2020-02-20,20/02/2020,3975.0,0.0,D,2020-02-21,4042.0,0.0
1,1,1,0,2020-02-21,21/02/2020,2701.0,0.0,D,2020-02-22,3975.0,0.0
1,1,1,0,2020-02-22,22/02/2020,2466.0,0.0,D,2020-02-23,2701.0,0.0
1,1,1,0,2020-02-23,23/02/2020,4675.0,0.0,D,2020-02-24,2466.0,0.0
1,1,1,0,2020-02-24,24/02/2020,5153.0,0.0,D,2020-02-25,4675.0,0.0
1,1,1,0,2020-02-25,25/02/2020,3790.0,0.0,D,2020-02-26,5153.0,0.0
1,1,1,0,2020-02-26,26/02/2020,5040.0,0.0,D,2020-02-27,3790.0,0.0
1,1,1,0,2020-02-27,27/02/2020,3407.0,0.0,D,2020-02-28,5040.0,0.0
1,1,1,0,2020-02-28,28/02/2020,4101.0,0.0,D,2020-02-29,3407.0,0.0
1,1,1,0,2020-02-29,29/02/2020,3331.0,0.0,D,2020-03-01,4101.0,0.0
1,1,1,0,2020-03-01,01/03/2020,2472.0,0.0,D,2020-03-02,3331.0,0.0
1,1,1,0,2020-03-02,02/03/2020,4761.0,0.0,D,2020-03-03,2472.0,0.0
1,1,1,0,2020-03-03,03/03/2020,2370.0,0.0,D,2020-03-04,4761.0,0.0
1,1,1,0,2020-03-04,04/03/2020,3319.0,0.0,D,2020-03-05,2370.0,0.0
1,1,1,0,2020-03-05,05/03/2020,3285.0,0.0,D,2020-03-06,3319.0,0.0
1,1,1,0,2020-03-06,06/03/2020,5028.0,0.0,D,2020-03-07,3285.0,0.0
1,1,1,0,2020-03-07,07/03/2020,4793.0,0.0,D,2020-03-08,5028.0,0.0
1,1,1,0,2020-03-08,08/03/2020,4642.0,0.0,D,2020-03-09,4793.0,0.0
1,1,1,0,2020-03-09,09/03/2020,3008.0,0.0,D,2020-03-10,4642.0,0.0
1,1,1,0,2020-03-10,10/03/2020,5186.0,0.0,D,2020-03-11,3008.0,0.0
1,1,1,0,2020-03-11,11/03/2020,3889.0,0.0,D,2020-03-12,5186.0,0.0
1,1,1,0,2020-03-12,12/03/2020,2441.0,0.0,D,2020-03-13,3889.0,0.0
1,1,1,0,2020-03-13,13/03/2020,4024.0,0.0,D,2020-03-14,2441.0,0.0
1,1,1,0,2020-03-14,14/03/2020,5804.0,0.0,D,2020-03-15,4024.0,0.0
1,1,1,0,2020-03-15,15/03/2020,4800.0,0.0,D,2020-03-16,5804.0,0.0
1,1,1,0,2020-03-16,16/03/2020,5556.0,0.0,D,2020-03-17,4800.0,0.0
1,1,1,0,2020-03-17,17/03/2020,5540.0,0.0,D,2020-03-18,5556.0,0.0
1,1,1,0,2020-03-18,18/03/2020,2711.0,0.0,D,2020-03-19,5540.0,0.0
1,1,1,0,2020-03-19,19/03/2020,4200.0,0.0,D,2020-03-20,2711.0,0.0
1,1,1,0,2020-03-20,20/03/2020,3820.0,0.0,D,2020-03-21,4200.0,0.0
1,1,1,0,2020-03-21,21/03/2020,2597.0,0.0,D,2020-03-22,3820.0,0.0
1,1,1,0,2020-03-22,22/03/2020,5758.0,0.0,D,2020-03-23,2597.0,0.0
1,1,1,0,2020-03-23,23/03/2020,4705.0,0.0,D,2020-03-24,5758.0,0.0
1,1,1,0,2020-03-24,24/03/2020,3131.0,0.0,D,2020-03-25,4705.0,0.0
1,1,1,0,2020-03-25,25/03/2020,3063.0,0.0,D,2020-03-26,3131.0,0.0
1,1,1,0,2020-03-26,26/03/2020,2398.0,0.0,D,2020-03-27,3063.0,0.0
1,1,1,0,2020-03-27,27/03/2020,3366.0,0.0,D,2020-03-28,2398.0,0.0
1,1,1,0,2020-03-28,28/03/2020,5603.0,0.0,D,2020-03-29,3366.0,0.0
1,1,1,0,2020-03-29,29/03/2020,3888.0,0.0,D,2020-03-30,5603.0,0.0
1,1,1,0,2020-03-30,30/03/2020,4180.0,0.0,D,2020-03-31,3888.0,0.0
1,1,1,0,2020-03-31,31/03/2020,3036.0,0.0,D,2020-04-01,4180.0,0.0
1,1,1,0,2020-04-01,01/04/2020,5962.0,0.0,D,2020-04-02,3036.0,0.0
1,1,1,0,2020-04-02,02/04/2020,5725.0,0.0,D,2020-04-03,5962.0,0.0
1,1,1,0,2020-04-03,03/04/2020,2635.0,0.0,D,2020-04-04,5725.0,0.0
1,1,1,0,2020-04-04,04/04/2020,3139.0,0.0,D,2020-04-05,2635.0,0.0
1,1,1,0,2020-04-05,05/04/2020,3415.0,0.0,D,2020-04-06,3139.0,0.0
1,1,1,0,2020-04-06,06/04/2020,4473.0,0.0,D,2020-04-07,3415.0,0.0
1,1,1,0,2020-04-07,07/04/2020,5346.0,0.0,D,2020-04-08,4473.0,0.0
1,1,1,0,2020-04-08,08/04/2020,4348.0,0.0,D,2020-04-09,5346.0,0.0
1,1,1,0,2020-04-09,09/04/2020,2377.0,0.0,D,2020-04-10,4348.0,0.0
1,1,1,0,2020-04-10,10/04/2020,2327.0,0.0,D,2020-04-11,2377.0,0.0
1,1,1,0,2020-04-11,11/04/2020,4124.0,0.0,D,2020-04-12,2327.0,0.0
1,1,1,0,2020-04-12,12/04/2020,4694.0,0.0,D,2020-04-13,4124.0,0.0
1,1,1,0,2020-04-13,13/04/2020,2986.0,0.0,D,2020-04-14,4694.0,0.0
1,1,1,0,2020-04-14,14/04/2020,3440.0,0.0,D,2020-04-15,2986.0,0.0
1,1,1,0,2020-04-15,15/04/2020,5635.0,0.0,D,2020-04-16,3440.0,0.0
1,1,1,0,2020-04-16,16/04/2020,4340.0,0.0,D,2020-04-17,5635.0,0.0
1,1,1,0,2020-04-17,17/04/2020,3749.0,0.0,D,2020-04-18,4340.0,0.0
1,1,1,0,2020-04-18,18/04/2020,4841.0,0.0,D,2020-04-19,3749.0,0.0
1,1,1,0,2020-04-19,19/04/2020,2996.0,0.0,D,2020-04-20,4841.0,0.0
1,1,1,0,2020-04-20,20/04/2020,4112.0,0.0,D,2020-04-21,2996.0,0.0
1,1,1,0,2020-04-21,21/04/2020,4732.0,0.0,D,2020-04-22,4112.0,0.0
1,1,1,0,2020-04-22,22/04/2020,2235.0,0.0,D,2020-04-23,4732.0,0.0
1,1,1,0,2020-04-23,23/04/2020,5457.0,0.0,D,2020-04-24,2235.0,0.0
1,1,1,0,2020-04-24,24/04/2020,5134.0,0.0,D,2020-04-25,5457.0,0.0
1,1,1,0,2020-04-25,25/04/2020,5772.0,0.0,D,2020-04-26,5134.0,0.0
1,1,1,0,2020-04-26,26/04/2020,5023.0,0.0,D,2020-04-27,5772.0,0.0
1,1,1,0,2020-04-27,27/04/2020,3525.0,0.0,D,2020-04-28,5023.0,0.0
1,1,1,0,2020-04-28,28/04/2020,2766.0,0.0,D,2020-04-29,3525.0,0.0
1,1,1,0,2020-04-29,29/04/2020,5613.0,0.0,D,2020-04-30,2766.0,0.0
1,1,1,0,2020-04-30,30/04/2020,4414.0,0.0,D,2020-05-01,5613.0,0.0
1,1,1,0,2020-05-01,01/05/2020,4682.0,0.0,D,2020-05-02,4414.0,0.0
1,1,1,0,2020-05-02,02/05/2020,5322.0,0.0,D,2020-05-03,4682.0,0.0
1,1,1,0,2020-05-03,03/05/2020,5719.0,0.0,D,2020-05-04,5322.0,0.0
1,1,1,0,2020-05-04,04/05/2020,2588.0,0.0,D,2020-05-05,5719.0,0.0
1,1,1,0,2020-05-05,05/05/2020,2693.0,0.0,D,2020-05-06,2588.0,0.0
1,1,1,0,2020-05-06,06/05/2020,3241.0,0.0,D,2020-05-07,2693.0,0.0
1,1,1,0,2020-05-07,07/05/2020,3719.0,0.0,D,2020-05-08,3241.0,0.0
1,1,1,0,2020-05-08,08/05/2020,5763.0,0.0,D,2020-05-09,3719.0,0.0
1,1,1,0,2020-05-09,09/05/2020,4672.0,0.0,D,2020-05-10,5763.0,0.0
1,1,1,0,2020-05-10,10/05/2020,5203.0,0.0,D,2020-05-11,4672.0,0.0
1,1,1,0,2020-05-11,11/05/2020,4411.0,0.0,D,2020-05-12,5203.0,0.0
1,1,1,0,2020-05-12,12/05/2020,4873.0,0.0,D,2020-05-13,4411.0,0.0
1,1,1,0,2020-05-13,13/05/2020,2710.0,0.0,D,2020-05-14,4873.0,0.0
1,1,1,0,2020-05-14,14/05/2020,5540.0,0.0,D,2020-05-15,2710.0,0.0
1,1,1,0,2020-05-15,15/05/2020,4371.0,0.0,D,2020-05-16,5540.0,0.0
1,1,1,0,2020-05-16,16/05/2020,5905.0,0.0,D,2020-05-17,4371.0,0.0
1,1,1,0,2020-05-17,17/05/2020,3031.0,0.0,D,2020-05-18,5905.0,0.0
1,1,1,0,2020-05-18,18/05/2020,2802.0,0.0,D,2020-05-19,3031.0,0.0
1,1,1,0,2020-05-19,19/05/2020,5316.0,0.0,D,2020-05-20,2802.0,0.0
1,1,1,0,2020-05-20,20/05/2020,4583.0,0.0,D,2020-05-21,5316.0,0.0
1,1,1,0,2020-05-21,21/05/2020,5457.0,0.0,D,2020-05-22,4583.0,0.0
1,1,1,0,2020-05-22,22/05/2020,3052.0,0.0,D,2020-05-23,5457.0,0.0
1,1,1,0,2020-05-23,23/05/2020,3299.0,0.0,D,2020-05-24,3052.0,0.0
1,1,1,0,2020-05-24,24/05/2020,4893.0,0.0,D,2020-05-25,3299.0,0.0
1,1,1,0,2020-05-25,25/05/2020,3969.0,0.0,D,2020-05-26,4893.0,0.0
1,1,1,0,2020-05-26,26/05/2020,4673.0,0.0,D,2020-05-27,3969.0,0.0
1,1,1,0,2020-05-27,27/05/2020,4439.0,0.0,D,2020-05-28,4673.0,0.0
1,1,1,0,2020-05-28,28/05/2020,3583.0,0.0,D,2020-05-29,4439.0,0.0
1,1,1,0,2020-05-29,29/05/2020,4009.0,0.0,D,2020-05-30,3583.0,0.0
1,1,1,0,2020-05-30,30/05/2020,5617.0,0.0,D,2020-05-31,4009.0,0.0
1,1,1,0,2020-05-31,31/05/2020,5557.0,0.0,D,2020-06-01,5617.0,0.0
1,1,1,0,2020-06-01,01/06/2020,3823.0,0.0,D,2020-06-02,5557.0,0.0
1,1,1,0,2020-06-02,02/06/2020,3367.0,0.0,D,2020-06-03,3823.0,0.0
1,1,1,0,2020-06-03,03/06/2020,3000.0,0.0,D,2020-06-04,3367.0,0.0
1,1,1,0,2020-06-04,04/06/2020,2353.0,0.0,D,2020-06-05,3000.0,0.0
1,1,1,0,2020-06-05,05/06/2020,3770.0,0.0,D,2020-06-06,2353.0,0.0
1,1,1,0,2020-06-06,06/06/2020,5846.0,0.0,D,2020-06-07,3770.0,0.0
1,1,1,0,2020-06-07,07/06/2020,3991.0,0.0,D,2020-06-08,5846.0,0.0
1,1,1,0,2020-06-08,08/06/2020,5824.0,0.0,D,2020-06-09,3991.0,0.0
1,1,1,0,2020-06-09,09/06/2020,2412.0,0.0,D,2020-06-10,5824.0,0.0
1,1,1,0,2020-06-10,10/06/2020,5105.0,0.0,D,2020-06-11,2412.0,0.0
1,1,1,0,2020-06-11,11/06/2020,2494.0,0.0,D,2020-06-12,5105.0,0.0
1,1,1,0,2020-06-12,12/06/2020,5740.0,0.0,D,2020-06-13,2494.0,0.0
1,1,1,0,2020-06-13,13/06/2020,4120.0,0.0,D,2020-06-14,5740.0,0.0
1,1,1,0,2020-06-14,14/06/2020,3347.0,0.0,D,2020-06-15,4120.0,0.0
1,1,1,0,2020-06-15,15/06/2020,4653.0,0.0,D,2020-06-16,3347.0,0.0
1,1,1,0,2020-06-16,16/06/2020,2277.0,0.0,D,2020-06-17,4653.0,0.0
1,1,1,0,2020-06-17,17/06/2020,2779.0,0.0,D,2020-06-18,2277.0,0.0
1,1,1,0,2020-06-18,18/06/2020,3739.0,0.0,D,2020-06-19,2779.0,0.0
1,1,1,0,2020-06-19,19/06/2020,2380.0,0.0,D,2020-06-20,3739.0,0.0
1,1,1,0,2020-06-20,20/06/2020,5123.0,0.0,D,2020-06-21,2380.0,0.0
1,1,1,0,2020-06-21,21/06/2020,2457.0,0.0,D,2020-06-22,5123.0,0.0
1,1,1,0,2020-06-22,22/06/2020,3068.0,0.0,D,2020-06-23,2457.0,0.0
1,1,1,0,2020-06-23,23/06/2020,2314.0,0.0,D,2020-06-24,3068.0,0.0
1,1,1,0,2020-06-24,24/06/2020,5337.0,0.0,D,2020-06-25,2314.0,0.0
1,1,1,0,2020-06-25,25/06/2020,2282.0,0.0,D,2020-06-26,5337.0,0.0
1,1,1,0,2020-06-26,26/06/2020,5662.0,0.0,D,2020-06-27,2282.0,0.0
1,1,1,0,2020-06-27,27/06/2020,4098.0,0.0,D,2020-06-28,5662.0,0.0
1,1,1,0,2020-06-28,28/06/2020,3857.0,0.0,D,2020-06-29,4098.0,0.0
1,1,1,0,2020-06-29,29/06/2020,3821.0,0.0,D,2020-06-30,3857.0,0.0
1,1,1,0,2020-06-30,30/06/2020,4884.0,0.0,D,2020-07-01,3821.0,0.0
1,1,1,0,2020-07-01,01/07/2020,3843.0,0.0,D,2020-07-02,4884.0,0.0
1,1,1,0,2020-07-02,02/07/2020,3163.0,0.0,D,2020-07-03,3843.0,0.0
1,1,1,0,2020-07-03,03/07/2020,2927.0,0.0,D,2020-07-04,3163.0,0.0
1,1,1,0,2020-07-04,04/07/2020,3125.0,0.0,D,2020-07-05,2927.0,0.0
1,1,1,0,2020-07-05,05/07/2020,2413.0,0.0,D,2020-07-06,3125.0,0.0
1,1,1,0,2020-07-06,06/07/2020,2443.0,0.0,D,2020-07-07,2413.0,0.0
1,1,1,0,2020-07-07,07/07/2020,3662.0,0.0,D,2020-07-08,2443.0,0.0
1,1,1,0,2020-07-08,08/07/2020,2613.0,0.0,D,2020-07-09,3662.0,0.0
1,1,1,0,2020-07-09,09/07/2020,5018.0,0.0,D,2020-07-10,2613.0,0.0
1,1,1,0,2020-07-10,10/07/2020,4290.0,0.0,D,2020-07-11,5018.0,0.0
1,1,1,0,2020-07-11,11/07/2020,2747.0,0.0,D,2020-07-12,4290.0,0.0
1,1,1,0,2020-07-12,12/07/2020,4244.0,0.0,D,2020-07-13,2747.0,0.0
1,1,1,0,2020-07-13,13/07/2020,3508.0,0.0,D,2020-07-14,4244.0,0.0
1,1,1,0,2020-07-14,14/07/2020,3993.0,0.0,D,2020-07-15,3508.0,0.0
1,1,1,0,2020-07-15,15/07/2020,2929.0,0.0,D,2020-07-16,3993.0,0.0
1,1,1,0,2020-07-16,16/07/2020,5955.0,0.0,D,2020-07-17,2929.0,0.0
1,1,1,0,2020-07-17,17/07/2020,3818.0,0.0,D,2020-07-18,5955.0,0.0
1,1,1,0,2020-07-18,18/07/2020,4736.0,0.0,D,2020-07-19,3818.0,0.0
1,1,1,0,2020-07-19,19/07/2020,2351.0,0.0,D,2020-07-20,4736.0,0.0
1,1,1,0,2020-07-20,20/07/2020,5358.0,0.0,D,2020-07-21,2351.0,0.0
1,1,1,0,2020-07-21,21/07/2020,4735.0,0.0,D,2020-07-22,5358.0,0.0
1,1,1,0,2020-07-22,22/07/2020,3454.0,0.0,D,2020-07-23,4735.0,0.0
1,1,1,0,2020-07-23,23/07/2020,3608.0,0.0,D,2020-07-24,3454.0,0.0
1,1,1,0,2020-07-24,24/07/2020,2287.0,0.0,D,2020-07-25,3608.0,0.0
1,1,1,0,2020-07-25,25/07/2020,2534.0,0.0,D,2020-07-26,2287.0,0.0
1,1,1,0,2020-07-26,26/07/2020,3995.0,0.0,D,2020-07-27,2534.0,0.0
1,1,1,0,2020-07-27,27/07/2020,2330.0,0.0,D,2020-07-28,3995.0,0.0
1,1,1,0,2020-07-28,28/07/2020,2883.0,0.0,D,2020-07-29,2330.0,0.0
1,1,1,0,2020-07-29,29/07/2020,5089.0,0.0,D,2020-07-30,2883.0,0.0
1,1,1,0,2020-07-30,30/07/2020,3356.0,0.0,D,2020-07-31,5089.0,0.0
1,1,1,0,2020-07-31,31/07/2020,3387.0,0.0,D,2020-08-01,3356.0,0.0
1,1,1,0,2020-08-01,01/08/2020,3440.0,0.0,D,2020-08-02,3387.0,0.0
1,1,1,0,2020-08-02,02/08/2020,5026.0,0.0,D,2020-08-03,3440.0,0.0
1,1,1,0,2020-08-03,03/08/2020,5422.0,0.0,D,2020-08-04,5026.0,0.0
1,1,1,0,2020-08-04,04/08/2020,3520.0,0.0,D,2020-08-05,5422.0,0.0
1,1,1,0,2020-08-05,05/08/2020,3213.0,0.0,D,2020-08-06,3520.0,0.0
1,1,1,0,2020-08-06,06/08/2020,4265.0,0.0,D,2020-08-07,3213.0,0.0
1,1,1,0,2020-08-07,07/08/2020,2301.0,0.0,D,2020-08-08,4265.0,0.0
1,1,1,0,2020-08-08,08/08/2020,4447.0,0.0,D,2020-08-09,2301.0,0.0
1,1,1,0,2020-08-09,09/08/2020,3845.0,0.0,D,2020-08-10,4447.0,0.0
1,1,1,0,2020-08-10,10/08/2020,4376.0,0.0,D,2020-08-11,3845.0,0.0
1,1,1,0,2020-08-11,11/08/2020,4947.0,0.0,D,2020-08-12,4376.0,0.0
1,1,1,0,2020-08-12,12/08/2020,3418.0,0.0,D,2020-08-13,4947.0,0.0
1,1,1,0,2020-08-13,13/08/2020,3952.0,0.0,D,2020-08-14,3418.0,0.0
1,1,1,0,2020-08-14,14/08/2020,5908.0,0.0,D,2020-08-15,3952.0,0.0
1,1,1,0,2020-08-15,15/08/2020,2785.0,0.0,D,2020-08-16,5908.0,0.0
1,1,1,0,2020-08-16,16/08/2020,4941.0,0.0,D,2020-08-17,2785.0,0.0
1,1,1,0,2020-08-17,17/08/2020,2911.0,0.0,D,2020-08-18,4941.0,0.0
1,1,1,0,2020-08-18,18/08/2020,4060.0,0.0,D,2020-08-19,2911.0,0.0
1,1,1,0,2020-08-19,19/08/2020,5600.0,0.0,D,2020-08-20,4060.0,0.0
1,1,1,0,2020-08-20,20/08/2020,3840.0,0.0,D,2020-08-21,5600.0,0.0
